"county.ind","state.county","yr","glyphosate","diffPCP","diffPCP.9403","diffPCP.0418"
1,"17007",1994,0.0566944905753265,-144.196656,-117.88929,-161.7349
1,"17007",1995,0.0894090197672443,-84.576656,-58.26929,-102.1149
1,"17007",1996,0.0851929434824205,103.376744,129.68411,85.8385000000001
1,"17007",1997,0.176080863806311,-163.856256,-137.54889,-181.3945
1,"17007",1998,0.201005994292943,78.2996440000001,104.60701,60.7614000000001
1,"17007",1999,0.434926166286765,89.567044,115.87441,72.0288
1,"17007",2000,0.448449621669152,140.282044,166.58941,122.7438
1,"17007",2001,0.419779214762469,-122.125656,-95.81829,-139.6639
1,"17007",2002,0.47877325406205,-32.776156,-6.46879000000001,-50.3144
1,"17007",2003,0.719809828941194,-127.067756,-100.76039,-144.606
1,"17007",2004,0.560788396237434,-43.1260560000001,-16.8186900000001,-60.6643
1,"17007",2005,0.534372032043392,-237.400256,-211.09289,-254.9385
1,"17007",2006,0.986312790913002,-5.52475600000002,20.78261,-23.063
1,"17007",2007,0.914021860075499,157.148044,183.45541,139.6098
1,"17007",2008,1,53.831144,80.13851,36.2929
1,"17007",2009,1,36.101644,62.40901,18.5634
1,"17007",2010,0.769428107429904,97.556544,123.86391,80.0183000000001
1,"17007",2011,0.778172081394146,-8.95855600000004,17.34881,-26.4968
1,"17007",2012,0.995810538852806,-264.226156,-237.91879,-281.7644
1,"17007",2013,0.753104428086213,116.072644,142.38001,98.5344
1,"17007",2014,0.86565100095925,74.867044,101.17441,57.3288
1,"17007",2015,0.835841168709125,34.470544,60.77791,16.9323000000001
1,"17007",2016,1,-52.1342560000001,-25.82689,-69.6725
1,"17007",2017,0.950197820682829,183.926044,210.23341,166.3878
1,"17007",2018,0.821766792643902,120.470044,146.77741,102.9318
2,"17011",1994,0.0613189831415505,-81.942652,-54.05472,-100.534606666667
2,"17011",1995,0.0893763166637089,46.371048,74.25898,27.7790933333333
2,"17011",1996,0.110397010479882,17.866048,45.75398,-0.725906666666674
2,"17011",1997,0.0844816962172125,-194.517252,-166.62932,-213.109206666667
